Parameters,Predictions,Actual,Errors
"[0.1, 7.9]",7.979046789464626,9.603936897449834,1.624890107985208
"[0.1, 8.0]",8.078186492442173,8.468304560599117,0.3901180681569443
"[0.1, 8.1]",8.177326195419719,7.449379090075858,-0.7279471053438602
"[0.1, 8.200000000000001]",8.276465898397268,9.379782776977343,1.1033168785800758
"[0.1, 8.3]",8.375605601374813,8.252557714780494,-0.12304788659431942
"[0.1, 8.4]",8.474745304352359,7.38092910445557,-1.0938161998967892
"[0.1, 8.5]",8.573885007329906,9.003065321289029,0.4291803139591224
"[0.1, 8.6]",8.673024710307452,9.607768041793534,0.9347433314860822
"[0.1, 8.700000000000001]",8.772164413285,8.989078489925918,0.21691407664091855
"[0.1, 8.8]",8.871304116262547,7.60915175754931,-1.2621523587132364
"[0.1, 8.9]",8.970443819240092,8.839801904439451,-0.13064191480064125
"[0.1, 9.0]",9.06958352221764,8.228431354676363,-0.8411521675412761
"[0.1, 9.1]",9.168723225195185,9.127390814963613,-0.04133241023157197
"[0.1, 9.200000000000001]",9.267862928172732,9.090624611320237,-0.17723831685249536
"[0.1, 9.3]",9.36700263115028,10.181802765162269,0.814800134011989
"[0.1, 9.4]",9.466142334127825,12.087266505335457,2.621124171207631
"[0.1, 9.5]",9.565282037105371,10.800930418940672,1.2356483818353006
"[0.1, 9.600000000000001]",9.66442174008292,8.588256196232006,-1.0761655438509141
"[0.1, 9.700000000000001]",9.763561443060466,11.196344233056731,1.4327827899962653
"[0.1, 9.8]",9.862701146038011,9.584283906999316,-0.27841723903869564
"[0.1, 9.9]",9.961840849015559,8.661019428980286,-1.3008214200352732
"[0.1, 10.0]",10.060980551993104,10.612114051732586,0.5511334997394819
"[0.2, 0.0]",0.24674681138399704,2.187514578685432,1.9407677673014352
"[0.2, 0.1]",0.3458865143615436,-1.6634737867574534,-2.009360301118997
"[0.2, 0.2]",0.4450262173390902,-0.48411712540478,-0.9291433427438702
"[0.2, 0.30000000000000004]",0.5441659203166369,1.6149169959872063,1.0707510756705694
"[0.2, 0.4]",0.6433056232941834,1.0250909706211535,0.3817853473269701
"[0.2, 0.5]",0.7424453262717299,0.3712454942628988,-0.37119983200883105
"[0.2, 0.6000000000000001]",0.8415850292492766,0.9445558447318685,0.1029708154825919
"[0.2, 0.7000000000000001]",0.9407247322268231,0.47082797476183585,-0.4698967574649872
"[0.2, 0.8]",1.0398644352043696,0.3892809090959064,-0.6505835261084632
"[0.2, 0.9]",1.1390041381819163,-0.9665875730711919,-2.1055917112531084
"[0.2, 1.0]",1.2381438411594627,1.5471182004860682,0.30897435932660544
"[0.2, 1.1]",1.3372835441370095,2.57869581202383,1.2414122678868207
"[0.2, 1.2000000000000002]",1.4364232471145562,2.1191366447892017,0.6827133976746456
"[0.2, 1.3]",1.5355629500921024,0.037822328604726785,-1.4977406214873756
"[0.2, 1.4000000000000001]",1.6347026530696491,1.7530287332212664,0.11832608015161727
"[0.2, 1.5]",1.7338423560471956,1.5609994187898508,-0.1728429372573448
"[0.2, 1.6]",1.8329820590247423,2.2168180171031024,0.38383595807836013
"[0.2, 1.7000000000000002]",1.932121762002289,1.115385924000526,-0.8167358380017631
"[0.2, 1.8]",2.0312614649798353,2.0464560952142254,0.01519463023439016
"[0.2, 1.9000000000000001]",2.130401167957382,1.6986980069972675,-0.43170316096011474
"[0.2, 2.0]",2.2295408709349287,0.9884703174122784,-1.2410705535226503
"[0.2, 2.1]",2.328680573912475,1.7637917441360003,-0.5648888297764749
"[0.2, 2.2]",2.427820276890022,1.9404915663448778,-0.48732871054514426
"[0.2, 2.3000000000000003]",2.5269599798675686,2.185253004035584,-0.3417069758319844
"[0.2, 2.4000000000000004]",2.6260996828451155,2.4517513364373533,-0.1743483464077622
"[0.2, 2.5]",2.7252393858226616,3.556983941103377,0.8317445552807152
"[0.2, 2.6]",2.824379088800208,4.389342583441355,1.5649634946411468
"[0.2, 2.7]",2.923518791777755,4.3749656504113545,1.4514468586335996
"[0.2, 2.8000000000000003]",3.0226584947553015,4.75678488925669,1.7341263945013887
"[0.2, 2.9000000000000004]",3.1217981977328484,2.8507301167815795,-0.2710680809512689
"[0.2, 3.0]",3.2209379007103944,3.3296836012269706,0.10874570051657617
"[0.2, 3.1]",3.320077603687941,3.9655618556424748,0.6454842519545338
"[0.2, 3.2]",3.419217306665488,4.042411937897583,0.6231946312320953
"[0.2, 3.3000000000000003]",3.5183570096430343,2.1887041680039667,-1.3296528416390676
"[0.2, 3.4000000000000004]",3.6174967126205813,3.318593561564698,-0.29890315105588305
"[0.2, 3.5]",3.7166364155981273,3.5622753290219786,-0.15436108657614867
"[0.2, 3.6]",3.815776118575674,4.887464038104842,1.0716879195291686
"[0.2, 3.7]",3.9149158215532207,4.786935560931212,0.8720197393779916
"[0.2, 3.8000000000000003]",4.014055524530767,4.726555238948964,0.7124997144181968
"[0.2, 3.9000000000000004]",4.113195227508314,5.334675630241895,1.2214804027335813
"[0.2, 4.0]",4.21233493048586,4.7087580884597005,0.4964231579738403
"[0.2, 4.1000000000000005]",4.3114746334634075,4.210959025048279,-0.10051560841512863
"[0.2, 4.2]",4.410614336440953,5.753941888445092,1.3433275520041388
"[0.2, 4.3]",4.5097540394185,4.593786915727221,0.08403287630872125
"[0.2, 4.4]",4.608893742396047,5.550629678630984,0.9417359362349371
"[0.2, 4.5]",4.7080334453735935,3.9824211790122908,-0.7256122663613027
"[0.2, 4.6000000000000005]",4.80717314835114,5.554517612380384,0.7473444640292444
"[0.2, 4.7]",4.906312851328686,4.934865632028185,0.028552780699498292
"[0.2, 4.800000000000001]",5.005452554306234,3.4389729422509836,-1.5664796120552502
"[0.2, 4.9]",5.104592257283779,4.908235353662856,-0.19635690362092362
"[0.2, 5.0]",5.203731960261326,3.667127420424954,-1.5366045398363717
"[0.2, 5.1000000000000005]",5.302871663238873,5.666020961090571,0.3631492978516979
"[0.2, 5.2]",5.402011366216419,4.622326500726002,-0.7796848654904167
"[0.2, 5.300000000000001]",5.501151069193966,5.1361355394495565,-0.36501552974440976
"[0.2, 5.4]",5.600290772171513,5.284870288945093,-0.31542048322641936
"[0.2, 5.5]",5.699430475149058,4.855959999073362,-0.8434704760756961
"[0.2, 5.6000000000000005]",5.798570178126606,5.474444958903478,-0.3241252192231281
"[0.2, 5.7]",5.897709881104152,6.274861280294247,0.37715139919009477
"[0.2, 5.800000000000001]",5.9968495840816995,6.25886625467125,0.26201667058955014
"[0.2, 5.9]",6.095989287059245,5.3658346564820025,-0.7301546305772426
"[0.2, 6.0]",6.195128990036792,7.1423405037064045,0.9472115136696129
"[0.2, 6.1000000000000005]",6.294268693014339,5.161178965933324,-1.133089727081015
"[0.2, 6.2]",6.393408395991885,7.363258496170268,0.969850100178383
"[0.2, 6.300000000000001]",6.492548098969432,7.746238283968355,1.2536901849989226
"[0.2, 6.4]",6.5916878019469785,6.460549610931705,-0.1311381910152738
"[0.2, 6.5]",6.690827504924525,3.3897860195258294,-3.3010414853986956
"[0.2, 6.6000000000000005]",6.789967207902071,6.037872054363308,-0.7520951535387637
"[0.2, 6.7]",6.889106910879618,6.824378316275804,-0.06472859460381386
"[0.2, 6.800000000000001]",6.988246613857165,8.702036415172604,1.7137898013154382
"[0.2, 6.9]",7.087386316834711,6.480530778272128,-0.6068555385625825
"[0.2, 7.0]",7.186526019812257,6.007920439561039,-1.1786055802512188
"[0.2, 7.1000000000000005]",7.285665722789805,7.041160126659319,-0.24450559613048561
"[0.2, 7.2]",7.38480542576735,4.6179749099528316,-2.7668305158145188
"[0.2, 7.300000000000001]",7.483945128744898,6.529588036546361,-0.9543570921985367
"[0.2, 7.4]",7.583084831722444,9.429597549635659,1.8465127179132148
"[0.2, 7.5]",7.68222453469999,8.76343899981718,1.081214465117191
"[0.2, 7.6000000000000005]",7.781364237677537,6.4913295764423715,-1.2900346612351656
"[0.2, 7.7]",7.880503940655084,9.154287324136897,1.2737833834818133
"[0.2, 7.800000000000001]",7.979643643632631,8.189867743051483,0.210224099418852
"[0.2, 7.9]",8.078783346610177,7.958644738232142,-0.12013860837803492
"[0.2, 8.0]",8.177923049587722,8.122073499835524,-0.0558495497521978
"[0.2, 8.1]",8.277062752565268,8.563072163381806,0.2860094108165381
"[0.2, 8.200000000000001]",8.376202455542817,7.93800065239483,-0.4382018031479866
"[0.2, 8.3]",8.475342158520363,9.108609712027434,0.6332675535070713
"[0.2, 8.4]",8.574481861497908,12.240629828974493,3.6661479674765847
"[0.2, 8.5]",8.673621564475456,6.675334353363503,-1.9982872111119523
"[0.2, 8.6]",8.772761267453001,8.491891707320637,-0.2808695601323645
"[0.2, 8.700000000000001]",8.871900970430548,8.476587747956104,-0.395313222474444
"[0.2, 8.8]",8.971040673408096,9.387088076506915,0.41604740309881905
"[0.2, 8.9]",9.070180376385641,10.149878110121946,1.079697733736305
"[0.2, 9.0]",9.169320079363189,10.552654570589002,1.3833344912258134
"[0.2, 9.1]",9.268459782340734,9.443193085529666,0.17473330318893154
"[0.2, 9.200000000000001]",9.367599485318282,9.330413569262172,-0.0371859160561101
"[0.2, 9.3]",9.46673918829583,9.727720858223522,0.260981669927693
"[0.2, 9.4]",9.565878891273375,8.602754560710377,-0.963124330562998
"[0.2, 9.5]",9.66501859425092,9.17878406426146,-0.48623452998945993
"[0.2, 9.600000000000001]",9.76415829722847,11.642549978203101,1.878391680974632
"[0.2, 9.700000000000001]",9.863298000206015,10.429801201404436,0.5665032011984206
"[0.2, 9.8]",9.96243770318356,9.236502092267886,-0.7259356109156752
"[0.2, 9.9]",10.061577406161108,9.817241326661001,-0.2443360795001066
"[0.2, 10.0]",10.160717109138654,9.16038029147393,-1.0003368176647243
"[0.30000000000000004, 0.0]",0.3464833685295467,1.8432607326712245,1.4967773641416777
"[0.30000000000000004, 0.1]",0.4456230715070933,-0.40642338913435405,-0.8520464606414473
"[0.30000000000000004, 0.2]",0.5447627744846399,-0.844967625452741,-1.389730399937381
"[0.30000000000000004, 0.30000000000000004]",0.6439024774621865,-0.43937442955576467,-1.083276907017951
"[0.30000000000000004, 0.4]",0.743042180439733,1.3126466355842585,0.5696044551445255
"[0.30000000000000004, 0.5]",0.8421818834172796,0.4677282061371784,-0.3744536772801012
"[0.30000000000000004, 0.6000000000000001]",0.9413215863948263,1.7944961620019164,0.8531745756070901
"[0.30000000000000004, 0.7000000000000001]",1.0404612893723728,0.44263884118618047,-0.5978224481861923
"[0.30000000000000004, 0.8]",1.1396009923499193,2.627078135600309,1.4874771432503895
"[0.30000000000000004, 0.9]",1.2387406953274658,1.8386229612399863,0.5998822659125205
"[0.30000000000000004, 1.0]",1.3378803983050125,2.7527529761842193,1.4148725778792068
"[0.30000000000000004, 1.1]",1.4370201012825592,3.2571551081954127,1.8201350069128535
"[0.30000000000000004, 1.2000000000000002]",1.536159804260106,1.4748361856451175,-0.06132361861498836
"[0.30000000000000004, 1.3]",1.6352995072376522,2.0750478164570194,0.43974830921936725
"[0.30000000000000004, 1.4000000000000001]",1.7344392102151989,1.6672443763488756,-0.0671948338663233
"[0.30000000000000004, 1.5]",1.8335789131927454,1.3561697845011595,-0.4774091286915858
"[0.30000000000000004, 1.6]",1.932718616170292,2.0782950080957305,0.14557639192543848
"[0.30000000000000004, 1.7000000000000002]",2.0318583191478385,4.25307241996366,2.2212141008158213
"[0.30000000000000004, 1.8]",2.130998022125385,1.4560759720932532,-0.6749220500321318
"[0.30000000000000004, 1.9000000000000001]",2.2301377251029315,2.159368471879095,-0.07076925322383643
"[0.30000000000000004, 2.0]",2.329277428080478,2.080176149972801,-0.2491012781076769
"[0.30000000000000004, 2.1]",2.4284171310580245,3.057522144911247,0.6291050138532226
"[0.30000000000000004, 2.2]",2.5275568340355714,4.02419137071413,1.4966345366785583
"[0.30000000000000004, 2.3000000000000003]",2.626696537013118,2.062844172155101,-0.5638523648580169
"[0.30000000000000004, 2.4000000000000004]",2.725836239990665,2.137686173923025,-0.58815006606764
"[0.30000000000000004, 2.5]",2.824975942968211,1.086287914052585,-1.738688028915626
"[0.30000000000000004, 2.6]",2.9241156459457573,1.9380085267403744,-0.986107119205383
"[0.30000000000000004, 2.7]",3.0232553489233043,1.3281221463231427,-1.6951332026001615
"[0.30000000000000004, 2.8000000000000003]",3.1223950519008508,2.1042434182283705,-1.0181516336724803
"[0.30000000000000004, 2.9000000000000004]",3.2215347548783977,2.7721093543114064,-0.4494254005669913
"[0.30000000000000004, 3.0]",3.3206744578559437,3.629276994705994,0.30860253685005024
"[0.30000000000000004, 3.1]",3.41981416083349,4.304304754410715,0.8844905935772251
"[0.30000000000000004, 3.2]",3.518953863811037,5.303927930981399,1.7849740671703622
"[0.30000000000000004, 3.3000000000000003]",3.6180935667885836,4.003352640274345,0.3852590734857615
"[0.30000000000000004, 3.4000000000000004]",3.7172332697661306,4.066072097431855,0.34883882766572416
"[0.30000000000000004, 3.5]",3.8163729727436766,3.3522449968346097,-0.46412797590906685
"[0.30000000000000004, 3.6]",3.915512675721223,3.8068869744214937,-0.10862570129972937
"[0.30000000000000004, 3.7]",4.01465237869877,4.102786976503928,0.08813459780515842
"[0.30000000000000004, 3.8000000000000003]",4.1137920816763165,4.670276486938378,0.5564844052620614
"[0.30000000000000004, 3.9000000000000004]",4.212931784653864,3.1502145539599233,-1.0627172306939405
"[0.30000000000000004, 4.0]",4.3120714876314095,5.170147045898859,0.8580755582674495
"[0.30000000000000004, 4.1000000000000005]",4.411211190608957,4.989051207860729,0.5778400172517726
